"Strategy","Depth","Param","Value1","Value2","Value3","Value4","Value5"
"bfs","7","rdul","7","276","568","7","1.512"
"bfs","7","uldr","7","329","691","7","2.998"
"bfs","7","ulrd","7","334","700","7","1.003"
"dfs","7","drlu","17","78998","119181","20","253.412"
"dfs","7","drul","19","92709","139905","20","292.301"
"dfs","7","ludr","17","105735","159696","20","341.532"
"dfs","7","lurd","-1","153852","232564","20","444.299"
"dfs","7","rdlu","17","73057","110150","20","217.13"
"dfs","7","rdul","19","111773","168616","20","330.651"
"dfs","7","uldr","17","95577","144241","20","283.159"
"dfs","7","ulrd","-1","120460","181944","20","407.038"
"astr","7","hamm","7","10","23","7","0.0"
"astr","7","manh","7","9","20","7","1.406"
"bfs","7","drlu","7","375","783","7","2.008"
"bfs","7","drul","7","471","998","7","1.924"
"bfs","7","ludr","7","317","670","7","3.569"
"bfs","7","lurd","7","322","679","7","4.567"
"bfs","7","rdlu","7","380","792","7","4.099"
"bfs","7","rdul","7","476","1007","7","2.548"
"bfs","7","uldr","7","416","892","7","5.035"
"bfs","7","ulrd","7","421","901","7","1.996"
"dfs","7","drlu","-1","93622","141293","20","291.588"
"dfs","7","drul","-1","125668","189707","20","388.331"
"dfs","7","ludr","-1","250316","378255","20","785.605"
"dfs","7","lurd","19","112046","169212","20","333.226"
"dfs","7","rdlu","-1","151892","229474","20","464.139"
"dfs","7","rdul","-1","72692","109697","20","227.574"
"dfs","7","uldr","19","209290","316437","20","623.959"
"dfs","7","ulrd","7","117426","176978","20","386.806"
"astr","7","hamm","7","8","16","7","0.0"
"astr","7","manh","7","8","16","7","0.999"
"bfs","7","drlu","7","469","1004","7","1.997"
"bfs","7","drul","7","469","1004","7","2.567"
"bfs","7","ludr","7","524","1112","7","2.115"
"bfs","7","lurd","7","326","676","7","1.75"
"bfs","7","rdlu","7","269","565","7","2.536"
"bfs","7","rdul","7","269","565","7","1.506"
"bfs","7","uldr","7","524","1112","7","2.566"
"bfs","7","ulrd","7","326","676","7","1.997"
"dfs","7","drlu","19","165578","249705","20","496.237"
"dfs","7","drul","19","209379","316595","20","634.981"
"dfs","7","ludr","19","67004","101088","20","200.733"
"dfs","7","lurd","-1","151892","229474","20","472.67"
"dfs","7","rdlu","15","39623","59659","20","109.507"
"dfs","7","rdul","15","40064","60283","20","200.658"
"dfs","7","uldr","-1","125668","189707","20","486.691"
"dfs","7","ulrd","-1","93622","141293","20","310.797"
"astr","7","hamm","7","12","25","7","0.0"
"astr","7","manh","7","11","23","7","0.0"
"bfs","7","drlu","7","642","1374","7","4.041"
"bfs","7","drul","7","525","1123","7","2.523"
"bfs","7","ludr","7","502","1075","7","1.999"
"bfs","7","lurd","7","504","1078","7","3.291"
"bfs","7","rdlu","7","644","1377","7","4.02"
"bfs","7","rdul","7","527","1126","7","3.742"
"bfs","7","uldr","7","384","821","7","6.548"
"bfs","7","ulrd","7","386","824","7","0.998"
"dfs","7","drlu","17","70363","106243","20","231.759"
"dfs","7","drul","17","94728","142954","20","278.764"
"dfs","7","ludr","-1","162305","245128","20","528.999"
"dfs","7","lurd","-1","165272","249721","20","510.781"
"dfs","7","rdlu","11","97220","146855","20","297.662"
"dfs","7","rdul","19","88939","134221","20","280.819"
"dfs","7","uldr","-1","115415","174382","20","401.681"
"dfs","7","ulrd","-1","232202","350971","20","1045.391"
"astr","7","hamm","7","17","38","7","0.999"
"astr","7","manh","7","10","22","7","0.999"
"bfs","7","drlu","7","373","801","7","1.008"
"bfs","7","drul","7","378","813","7","1.996"
"bfs","7","ludr","7","614","1312","7","4.536"
"bfs","7","lurd","7","650","1385","7","11.138"
"bfs","7","rdlu","7","409","873","7","2.012"
"bfs","7","rdul","7","414","885","7","1.999"
"bfs","7","uldr","7","619","1324","7","16.301"
"bfs","7","ulrd","7","655","1397","7","7.208"
"dfs","7","drlu","17","71493","107955","17","199.935"
"dfs","7","drul","-1","165272","249721","20","519.45"
"dfs","7","ludr","-1","162305","245128","20","636.987"
"dfs","7","lurd","19","84872","128021","20","244.014"
"dfs","7","rdlu","9","37547","56597","20","110.38"
"dfs","7","rdul","19","152894","230817","20","452.04"
"dfs","7","uldr","19","105257","158895","20","300.387"
"dfs","7","ulrd","19","88776","133985","20","274.384"
"astr","7","hamm","7","14","32","7","0.0"
"astr","7","manh","7","10","22","7","1.0"
"bfs","7","drlu","7","440","940","7","2.0"
"bfs","7","drul","7","445","952","7","2.349"
"bfs","7","ludr","7","682","1452","7","4.997"
"bfs","7","lurd","7","582","1245","7","21.283"
"bfs","7","rdlu","7","342","734","7","2.521"
"bfs","7","rdul","7","347","746","7","2.513"
"bfs","7","uldr","7","687","1464","7","8.066"
"bfs","7","ulrd","7","587","1257","7","4.527"
"dfs","7","drlu","-1","232202","350971","20","992.666"
"dfs","7","drul","-1","115415","174382","20","345.18"
"dfs","7","ludr","7","187474","283171","20","596.345"
"dfs","7","lurd","-1","115415","174382","20","360.735"
"dfs","7","rdlu","15","50634","76324","20","162.311"
"dfs","7","rdul","17","91089","137529","20","295.763"
"dfs","7","uldr","-1","165272","249721","20","505.039"
"dfs","7","ulrd","-1","162305","245128","20","533.94"
"astr","7","hamm","7","19","43","7","0.0"
"astr","7","manh","7","13","28","7","0.0"
"bfs","7","drlu","7","410","862","7","2.021"
"bfs","7","drul","7","325","682","7","2.005"
"bfs","7","ludr","7","467","994","7","2.508"
"bfs","7","lurd","7","468","995","7","2.996"
"bfs","7","rdlu","7","412","864","7","2.042"
"bfs","7","rdul","7","327","684","7","2.152"
"bfs","7","uldr","7","384","819","7","3.001"
"bfs","7","ulrd","7","385","820","7","2.507"
"dfs","7","drlu","-1","93622","141293","20","287.052"
"dfs","7","drul","-1","125668","189707","20","388.743"
"dfs","7","ludr","-1","250316","378255","20","765.652"
"dfs","7","lurd","-1","148081","223748","20","463.57"
"dfs","7","rdlu","-1","151892","229474","20","478.216"
"dfs","7","rdul","-1","72692","109697","20","202.692"
"dfs","7","uldr","-1","241281","364948","20","731.345"
"dfs","7","ulrd","-1","205180","309744","20","620.539"
"astr","7","hamm","7","14","31","7","0.0"
"astr","7","manh","7","8","16","7","0.0"
"bfs","7","drlu","7","288","602","7","0.998"
"bfs","7","drul","7","262","552","7","1.546"
"bfs","7","ludr","7","529","1122","7","3.043"
"bfs","7","lurd","7","531","1125","7","3.013"
"bfs","7","rdlu","7","290","605","7","1.999"
"bfs","7","rdul","7","264","555","7","1.012"
"bfs","7","uldr","7","504","1074","7","4.066"
"bfs","7","ulrd","7","506","1077","7","3.517"
"dfs","7","drlu","-1","93622","141293","20","309.293"
"dfs","7","drul","17","61492","92760","20","195.307"
"dfs","7","ludr","19","249429","376885","20","774.72"
"dfs","7","lurd","17","137996","208493","20","422.694"
"dfs","7","rdlu","-1","151892","229474","20","446.677"
"dfs","7","rdul","17","58006","87513","20","163.188"
"dfs","7","uldr","19","207333","313161","20","644.044"
"dfs","7","ulrd","17","180728","272643","20","524.283"
"astr","7","hamm","7","8","17","7","0.0"
"astr","7","manh","7","8","17","7","0.0"
"bfs","7","drlu","7","488","1040","7","2.81"
"bfs","7","drul","7","488","1040","7","2.509"
"bfs","7","ludr","7","272","573","7","2.0"
"bfs","7","lurd","7","306","639","7","1.516"
"bfs","7","rdlu","7","522","1106","7","3.117"
"bfs","7","rdul","7","522","1106","7","1.996"
"bfs","7","uldr","7","272","573","7","3.001"
"bfs","7","ulrd","7","306","639","7","2.79"
"dfs","7","drlu","17","149902","226165","20","477.371"
"dfs","7","drul","7","77295","116641","20","248.107"
"dfs","7","ludr","-1","93622","141293","20","305.302"
"dfs","7","lurd","7","53321","80367","20","156.465"
"dfs","7","rdlu","-1","241281","364948","20","724.335"
"dfs","7","rdul","7","180954","273094","20","533.246"
"dfs","7","uldr","-1","151892","229474","20","469.961"
"dfs","7","ulrd","-1","72692","109697","20","216.678"
"astr","7","hamm","7","8","17","7","0.0"
"astr","7","manh","7","8","17","7","0.0"
"bfs","7","drlu","7","375","787","7","1.999"
"bfs","7","drul","7","375","787","7","2.055"
"bfs","7","ludr","7","231","479","7","2.152"
"bfs","7","lurd","7","243","500","7","0.999"
"bfs","7","rdlu","7","386","806","7","2.014"
"bfs","7","rdul","7","386","806","7","2.521"
"bfs","7","uldr","7","231","479","7","2.51"
"bfs","7","ulrd","7","243","500","7","0.999"
"dfs","7","drlu","17","87796","132447","20","268.078"
"dfs","7","drul","17","72050","108620","20","226.941"
"dfs","7","ludr","17","89309","134750","20","396.512"
"dfs","7","lurd","17","47013","70988","20","153.836"
"dfs","7","rdlu","19","150901","227940","20","453.887"
"dfs","7","rdul","17","78540","118497","20","227.315"
"dfs","7","uldr","19","90425","136422","20","270.862"
"dfs","7","ulrd","17","72559","109577","20","207.406"
"astr","7","hamm","7","8","19","7","0.0"
"astr","7","manh","7","8","19","7","0.0"
"bfs","7","drlu","7","661","1410","7","5.688"
"bfs","7","drul","7","544","1159","7","3.496"
"bfs","7","ludr","7","475","1024","7","1.998"
"bfs","7","lurd","7","485","1042","7","3.008"
"bfs","7","rdlu","7","671","1428","7","5.523"
"bfs","7","rdul","7","555","1178","7","1.997"
"bfs","7","uldr","7","356","769","7","3.014"
"bfs","7","ulrd","7","367","788","7","2.999"
"dfs","7","drlu","7","111775","168697","20","355.915"
"dfs","7","drul","7","104950","158350","20","319.283"
"dfs","7","ludr","-1","162305","245128","20","540.337"
"dfs","7","lurd","19","98126","148019","20","311.818"
"dfs","7","rdlu","-1","115415","174382","20","420.735"
"dfs","7","rdul","17","81841","123424","20","237.778"
"dfs","7","uldr","19","68539","103355","20","196.84"
"dfs","7","ulrd","17","103781","156600","20","324.967"
"astr","7","hamm","7","8","17","7","0.0"
"astr","7","manh","7","8","17","7","0.0"
"bfs","7","drlu","7","510","1084","7","3.009"
"bfs","7","drul","7","510","1084","7","2.507"
"bfs","7","ludr","7","294","617","7","1.016"
"bfs","7","lurd","7","284","595","7","1.002"
"bfs","7","rdlu","7","500","1062","7","2.071"
"bfs","7","rdul","7","500","1062","7","2.085"
"bfs","7","uldr","7","294","617","7","5.557"
"bfs","7","ulrd","7","284","595","7","2.013"
"dfs","7","drlu","17","95276","143540","20","338.677"
"dfs","7","drul","-1","241281","364948","20","848.882"
"dfs","7","ludr","19","96166","145045","20","303.786"
"dfs","7","lurd","19","94285","142190","20","272.359"
"dfs","7","rdlu","19","123542","186477","20","370.661"
"dfs","7","rdul","-1","250316","378255","20","805.893"
"dfs","7","uldr","-1","125668","189707","20","414.142"
"dfs","7","ulrd","-1","93622","141293","20","284.527"
"astr","7","hamm","7","12","28","7","1.539"
"astr","7","manh","7","11","25","7","0.0"
"bfs","7","drlu","7","544","1159","7","2.387"
"bfs","7","drul","7","661","1410","7","3.997"
"bfs","7","ludr","7","355","766","7","2.005"
"bfs","7","lurd","7","367","788","7","1.997"
"bfs","7","rdlu","7","556","1181","7","3.086"
"bfs","7","rdul","7","673","1432","7","5.012"
"bfs","7","uldr","7","473","1020","7","8.026"
"bfs","7","ulrd","7","485","1042","7","4.187"
"dfs","7","drlu","17","133482","201496","20","410.798"
"dfs","7","drul","19","89736","135386","20","300.898"
"dfs","7","ludr","17","98506","148676","20","321.459"
"dfs","7","lurd","7","76840","115947","20","227.032"
"dfs","7","rdlu","19","159410","240780","20","467.167"
"dfs","7","rdul","-1","162305","245128","20","477.086"
"dfs","7","uldr","-1","165272","249721","20","528.704"
"dfs","7","ulrd","-1","162305","245128","20","513.235"
"astr","7","hamm","7","8","17","7","0.0"
"astr","7","manh","7","8","17","7","0.0"
"bfs","7","drlu","7","375","787","7","4.526"
"bfs","7","drul","7","375","787","7","1.833"
"bfs","7","ludr","7","231","478","7","0.999"
"bfs","7","lurd","7","243","500","7","1.508"
"bfs","7","rdlu","7","387","809","7","2.003"
"bfs","7","rdul","7","387","809","7","0.961"
"bfs","7","uldr","7","231","478","7","4.003"
"bfs","7","ulrd","7","243","500","7","1.513"
"dfs","7","drlu","-1","132049","199623","20","400.563"
"dfs","7","drul","7","118774","179429","20","397.157"
"dfs","7","ludr","17","71330","107732","20","218.745"
"dfs","7","lurd","7","76704","115736","20","226.034"
"dfs","7","rdlu","-1","113415","171200","20","364.795"
"dfs","7","rdul","-1","120460","181944","20","360.759"
"dfs","7","uldr","17","47355","71518","20","130.174"
"dfs","7","ulrd","-1","120460","181944","20","348.744"
"astr","7","hamm","7","8","19","7","0.0"
"astr","7","manh","7","8","19","7","0.0"
"bfs","7","drlu","7","440","941","7","2.015"
"bfs","7","drul","7","440","941","7","3.046"
"bfs","7","ludr","7","468","994","7","1.997"
"bfs","7","lurd","7","357","744","7","2.0"
"bfs","7","rdlu","7","325","683","7","2.537"
"bfs","7","rdul","7","325","683","7","3.014"
"bfs","7","uldr","7","468","994","7","11.187"
"bfs","7","ulrd","7","357","744","7","2.027"
"dfs","7","drlu","19","152953","230772","20","451.556"
"dfs","7","drul","7","206574","312355","20","881.934"
"dfs","7","ludr","-1","72692","109697","20","218.067"
"dfs","7","lurd","-1","151892","229474","20","729.857"
"dfs","7","rdlu","-1","148081","223748","20","690.607"
"dfs","7","rdul","-1","250316","378255","20","730.101"
"dfs","7","uldr","19","110859","167259","20","403.402"
"dfs","7","ulrd","-1","93622","141293","20","289.998"
"astr","7","hamm","7","8","18","7","0.0"
"astr","7","manh","7","8","18","7","0.0"
"bfs","7","drlu","7","350","733","7","2.014"
"bfs","7","drul","7","350","733","7","1.998"
"bfs","7","ludr","7","268","555","7","1.999"
"bfs","7","lurd","7","267","552","7","0.999"
"bfs","7","rdlu","7","349","730","7","1.52"
"bfs","7","rdul","7","349","730","7","1.995"
"bfs","7","uldr","7","268","555","7","3.073"
"bfs","7","ulrd","7","267","552","7","2.993"
"dfs","7","drlu","17","87423","131890","20","274.785"
"dfs","7","drul","17","71706","108106","20","232.346"
"dfs","7","ludr","-1","120460","181944","20","394.019"
"dfs","7","lurd","7","98612","148833","20","311.301"
"dfs","7","rdlu","19","144647","218568","20","450.467"
"dfs","7","rdul","17","78197","117983","20","230.138"
"dfs","7","uldr","-1","153852","232564","20","462.17"
"dfs","7","ulrd","7","112528","169961","20","351.59"
"astr","7","hamm","7","8","18","7","0.0"
"astr","7","manh","7","8","18","7","0.0"
"bfs","7","drlu","7","274","565","7","1.511"
"bfs","7","drul","7","288","597","7","1.996"
"bfs","7","ludr","7","332","697","7","1.511"
"bfs","7","lurd","7","331","694","7","2.02"
"bfs","7","rdlu","7","273","562","7","1.011"
"bfs","7","rdul","7","287","594","7","2.04"
"bfs","7","uldr","7","344","723","7","2.001"
"bfs","7","ulrd","7","343","720","7","3.031"
"dfs","7","drlu","-1","120460","181944","20","372.924"
"dfs","7","drul","13","56456","85126","20","173.573"
"dfs","7","ludr","-1","120460","181944","20","397.021"
"dfs","7","lurd","-1","113415","171200","20","358.535"
"dfs","7","rdlu","-1","153852","232564","20","475.92"
"dfs","7","rdul","13","60785","91673","20","174.451"
"dfs","7","uldr","-1","153852","232564","20","485.101"
"dfs","7","ulrd","-1","132049","199623","20","417.384"
"astr","7","hamm","7","8","19","7","0.0"
"astr","7","manh","7","8","19","7","1.001"
"bfs","7","drlu","7","474","1004","7","2.998"
"bfs","7","drul","7","378","789","7","1.999"
"bfs","7","ludr","7","419","898","7","1.997"
"bfs","7","lurd","7","418","895","7","2.53"
"bfs","7","rdlu","7","473","1001","7","2.513"
"bfs","7","rdul","7","377","786","7","1.012"
"bfs","7","uldr","7","320","676","7","3.089"
"bfs","7","ulrd","7","319","673","7","1.899"
"dfs","7","drlu","-1","72692","109697","20","202.835"
"dfs","7","drul","-1","151892","229474","20","528.766"
"dfs","7","ludr","15","134993","203538","20","424.376"
"dfs","7","lurd","-1","241281","364948","20","735.56"
"dfs","7","rdlu","17","104126","157139","20","335.671"
"dfs","7","rdul","-1","93622","141293","20","281.155"
"dfs","7","uldr","-1","148081","223748","20","457.06"
"dfs","7","ulrd","19","143638","216761","20","412.224"
"astr","7","hamm","7","14","34","7","0.997"
"astr","7","manh","7","10","24","7","0.0"
"bfs","7","drlu","7","479","1021","7","3.528"
"bfs","7","drul","7","494","1055","7","3.524"
"bfs","7","ludr","7","603","1286","7","4.284"
"bfs","7","lurd","7","533","1142","7","3.177"
"bfs","7","rdlu","7","410","878","7","3.873"
"bfs","7","rdul","7","425","912","7","4.049"
"bfs","7","uldr","7","618","1320","7","4.512"
"bfs","7","ulrd","7","548","1176","7","4.532"
"dfs","7","drlu","19","105808","159661","20","316.359"
"dfs","7","drul","19","72243","108956","20","202.795"
"dfs","7","ludr","-1","232202","350971","20","699.284"
"dfs","7","lurd","19","85413","128894","20","247.325"
"dfs","7","rdlu","17","90209","136120","20","310.858"
"dfs","7","rdul","19","103227","155661","20","294.891"
"dfs","7","uldr","19","97538","147134","20","280.102"
"dfs","7","ulrd","-1","162305","245128","20","482.749"
"astr","7","hamm","7","12","27","7","0.514"
"astr","7","manh","7","10","23","7","1.003"
"bfs","7","drlu","7","413","871","7","3.03"
"bfs","7","drul","7","462","972","7","2.083"
"bfs","7","ludr","7","333","709","7","1.998"
"bfs","7","lurd","7","332","706","7","0.998"
"bfs","7","rdlu","7","412","868","7","2.002"
"bfs","7","rdul","7","461","969","7","2.522"
"bfs","7","uldr","7","384","816","7","3.571"
"bfs","7","ulrd","7","383","813","7","3.013"
"dfs","7","drlu","17","63001","94966","20","196.762"
"dfs","7","drul","17","36460","54861","20","107.933"
"dfs","7","ludr","19","146129","220463","20","462.859"
"dfs","7","lurd","19","141611","213742","20","432.127"
"dfs","7","rdlu","-1","125668","189707","20","367.202"
"dfs","7","rdul","17","32354","48788","20","89.1"
"dfs","7","uldr","13","109616","165557","20","341.896"
"dfs","7","ulrd","-1","250316","378255","20","758.308"
"astr","7","hamm","7","13","31","7","0.0"
"astr","7","manh","7","11","25","7","0.999"
"bfs","7","drlu","7","501","1058","7","2.275"
"bfs","7","drul","7","374","785","7","2.531"
"bfs","7","ludr","7","420","895","7","4.001"
"bfs","7","lurd","7","419","892","7","2.035"
"bfs","7","rdlu","7","500","1055","7","3.002"
"bfs","7","rdul","7","373","782","7","1.998"
"bfs","7","uldr","7","294","624","7","2.536"
"bfs","7","ulrd","7","293","621","7","1.999"
"dfs","7","drlu","-1","93622","141293","20","293.861"
"dfs","7","drul","19","140041","211594","20","426.845"
"dfs","7","ludr","-1","250316","378255","20","809.494"
"dfs","7","lurd","19","123543","186480","20","369.36"
"dfs","7","rdlu","-1","151892","229474","20","455.155"
"dfs","7","rdul","17","67854","102300","20","196.518"
"dfs","7","uldr","19","141620","213759","20","457.621"
"dfs","7","ulrd","19","146121","220449","20","425.698"
"astr","7","hamm","7","8","16","7","0.0"
"astr","7","manh","7","8","16","7","0.0"
"bfs","7","drlu","7","493","1052","7","3.001"
"bfs","7","drul","7","493","1052","7","3.011"
"bfs","7","ludr","7","276","580","7","2.004"
"bfs","7","lurd","7","301","627","7","1.532"
"bfs","7","rdlu","7","517","1097","7","2.518"
"bfs","7","rdul","7","517","1097","7","4.158"
"bfs","7","uldr","7","276","580","7","3.548"
"bfs","7","ulrd","7","301","627","7","3.518"
"dfs","7","drlu","17","180653","272525","20","567.67"
"dfs","7","drul","-1","241281","364948","20","758.695"
"dfs","7","ludr","17","58048","87583","20","161.726"
"dfs","7","lurd","-1","151892","229474","20","453.887"
"dfs","7","rdlu","15","115161","173898","20","331.196"
"dfs","7","rdul","-1","250316","378255","20","773.001"
"dfs","7","uldr","17","60304","90984","20","194.906"
"dfs","7","ulrd","-1","93622","141293","20","284.787"
"astr","7","hamm","7","8","18","7","0.0"
"astr","7","manh","7","8","18","7","0.0"
"bfs","7","drlu","7","373","797","7","2.518"
"bfs","7","drul","7","373","797","7","1.0"
"bfs","7","ludr","7","339","709","7","3.0"
"bfs","7","lurd","7","423","886","7","2.708"
"bfs","7","rdlu","7","455","969","7","2.998"
"bfs","7","rdul","7","455","969","7","2.538"
"bfs","7","uldr","7","339","709","7","2.523"
"bfs","7","ulrd","7","423","886","7","3.021"
"dfs","7","drlu","-1","205180","309744","20","635.711"
"dfs","7","drul","19","210960","318969","20","623.493"
"dfs","7","ludr","-1","72692","109697","20","216.245"
"dfs","7","lurd","-1","151892","229474","20","460.185"
"dfs","7","rdlu","-1","148081","223748","20","430.778"
"dfs","7","rdul","19","163229","246326","20","485.16"
"dfs","7","uldr","-1","125668","189707","20","602.624"
"dfs","7","ulrd","-1","93622","141293","20","387.944"
"astr","7","hamm","7","8","19","7","0.0"
"astr","7","manh","7","8","19","7","0.0"
"bfs","7","drlu","7","575","1234","7","4.558"
"bfs","7","drul","7","676","1442","7","4.231"
"bfs","7","ludr","7","359","771","7","1.999"
"bfs","7","lurd","7","353","756","7","2.01"
"bfs","7","rdlu","7","569","1219","7","4.002"
"bfs","7","rdul","7","670","1427","7","5.533"
"bfs","7","uldr","7","459","979","7","4.53"
"bfs","7","ulrd","7","453","964","7","2.017"
"dfs","7","drlu","-1","162305","245128","20","610.008"
"dfs","7","drul","-1","165272","249721","20","536.179"
"dfs","7","ludr","17","91153","137635","20","284.023"
"dfs","7","lurd","15","74522","112387","20","382.424"
"dfs","7","rdlu","-1","115415","174382","20","330.439"
"dfs","7","rdul","7","155391","234684","20","837.842"
"dfs","7","uldr","-1","115415","174382","20","345.965"
"dfs","7","ulrd","17","103826","156608","20","348.419"
"astr","7","hamm","7","12","27","7","0.43"
"astr","7","manh","7","11","25","7","0.0"
"bfs","7","drlu","7","644","1375","7","4.01"
"bfs","7","drul","7","608","1302","7","4.746"
"bfs","7","ludr","7","426","910","7","3.021"
"bfs","7","lurd","7","420","895","7","3.036"
"bfs","7","rdlu","7","638","1360","7","5.391"
"bfs","7","rdul","7","602","1287","7","4.029"
"bfs","7","uldr","7","391","839","7","3.0"
"bfs","7","ulrd","7","385","824","7","2.521"
"dfs","7","drlu","-1","232202","350971","20","715.182"
"dfs","7","drul","15","54807","82663","20","167.436"
"dfs","7","ludr","-1","232202","350971","20","704.508"
"dfs","7","lurd","11","48993","73883","20","174.114"
"dfs","7","rdlu","17","91323","137873","20","284.067"
"dfs","7","rdul","17","73016","110207","20","233.794"
"dfs","7","uldr","-1","165272","249721","20","530.69"
"dfs","7","ulrd","17","60414","91160","20","191.864"
"astr","7","hamm","7","15","30","7","0.0"
"astr","7","manh","7","11","23","7","1.001"
"bfs","7","drlu","7","373","799","7","2.069"
"bfs","7","drul","7","373","799","7","1.996"
"bfs","7","ludr","7","538","1149","7","3.154"
"bfs","7","lurd","7","655","1399","7","4.081"
"bfs","7","rdlu","7","491","1052","7","3.554"
"bfs","7","rdul","7","491","1052","7","2.999"
"bfs","7","uldr","7","538","1149","7","3.0"
"bfs","7","ulrd","7","655","1399","7","6.524"
"dfs","7","drlu","7","56910","85847","20","304.33"
"dfs","7","drul","7","105864","159916","20","329.803"
"dfs","7","ludr","-1","232202","350971","20","837.609"
"dfs","7","lurd","11","102121","154275","20","321.993"
"dfs","7","rdlu","17","93232","140779","20","274.964"
"dfs","7","rdul","17","80766","122003","20","248.999"
"dfs","7","uldr","-1","165272","249721","20","517.709"
"dfs","7","ulrd","-1","162305","245128","20","469.958"
"astr","7","hamm","7","10","20","7","0.0"
"astr","7","manh","7","9","17","7","0.0"
"bfs","7","drlu","7","313","651","7","3.002"
"bfs","7","drul","7","513","1090","7","1.997"
"bfs","7","ludr","7","281","589","7","1.522"
"bfs","7","lurd","7","280","587","7","0.999"
"bfs","7","rdlu","7","312","649","7","1.001"
"bfs","7","rdul","7","513","1089","7","4.038"
"bfs","7","uldr","7","482","1030","7","5.014"
"bfs","7","ulrd","7","482","1029","7","3.541"
"dfs","7","drlu","-1","93622","141293","20","312.431"
"dfs","7","drul","15","86767","130925","20","275.458"
"dfs","7","ludr","15","77851","117379","20","251.285"
"dfs","7","lurd","7","54672","82501","20","173.786"
"dfs","7","rdlu","-1","151892","229474","20","484.691"
"dfs","7","rdul","19","66986","101060","20","192.815"
"dfs","7","uldr","-1","241281","364948","20","767.177"
"dfs","7","ulrd","-1","205180","309744","20","702.472"
"astr","7","hamm","7","8","16","7","0.0"
"astr","7","manh","7","8","16","7","0.0"
"bfs","7","drlu","7","267","562","7","1.124"
"bfs","7","drul","7","267","562","7","1.02"
"bfs","7","ludr","7","324","673","7","1.975"
"bfs","7","lurd","7","526","1115","7","3.009"
"bfs","7","rdlu","7","471","1007","7","1.001"
"bfs","7","rdul","7","471","1007","7","2.003"
"bfs","7","uldr","7","324","673","7","3.0"
"bfs","7","ulrd","7","526","1115","7","5.542"
"dfs","7","drlu","7","15849","23805","20","48.074"
"dfs","7","drul","7","14328","21583","20","43.785"
"dfs","7","ludr","-1","93622","141293","20","298.579"
"dfs","7","lurd","-1","125668","189707","20","370.554"
"dfs","7","rdlu","-1","241281","364948","20","727.371"
"dfs","7","rdul","-1","205180","309744","20","633.046"
"dfs","7","uldr","-1","151892","229474","20","452.793"
"dfs","7","ulrd","19","67007","101093","20","186.26"
"astr","7","hamm","7","13","27","7","0.0"
"astr","7","manh","7","11","23","7","1.51"
"bfs","7","drlu","7","525","1123","7","3.0"
"bfs","7","drul","7","642","1374","7","4.997"
"bfs","7","ludr","7","384","821","7","1.939"
"bfs","7","lurd","7","386","824","7","1.997"
"bfs","7","rdlu","7","527","1126","7","2.967"
"bfs","7","rdul","7","644","1377","7","4.586"
"bfs","7","uldr","7","502","1075","7","3.529"
"bfs","7","ulrd","7","504","1078","7","4.515"
"dfs","7","drlu","11","49639","74892","20","152.139"
"dfs","7","drul","11","96122","145210","20","410.954"
"dfs","7","ludr","-1","232202","350971","20","1051.68"
"dfs","7","lurd","-1","115415","174382","20","370.912"
"dfs","7","rdlu","-1","165272","249721","20","493.829"
"dfs","7","rdul","-1","162305","245128","20","495.074"
"dfs","7","uldr","-1","165272","249721","20","483.902"
"dfs","7","ulrd","-1","162305","245128","20","491.923"
"astr","7","hamm","7","15","34","7","0.0"
"astr","7","manh","7","9","20","7","0.0"
"bfs","7","drlu","7","345","744","7","2.03"
"bfs","7","drul","7","340","732","7","2.189"
"bfs","7","ludr","7","585","1254","7","4.507"
"bfs","7","lurd","7","688","1465","7","4.032"
"bfs","7","rdlu","7","447","955","7","1.509"
"bfs","7","rdul","7","442","943","7","2.509"
"bfs","7","uldr","7","580","1242","7","5.233"
"bfs","7","ulrd","7","683","1453","7","5.032"
"dfs","7","drlu","17","91094","137535","20","295.142"
"dfs","7","drul","7","32306","48717","20","93.708"
"dfs","7","ludr","-1","162305","245128","20","538.967"
"dfs","7","lurd","-1","165272","249721","20","531.057"
"dfs","7","rdlu","-1","115415","174382","20","353.913"
"dfs","7","rdul","-1","232202","350971","20","682.233"
"dfs","7","uldr","-1","115415","174382","20","365.733"
"dfs","7","ulrd","-1","232202","350971","20","686.841"
"astr","7","hamm","7","20","43","7","0.0"
"astr","7","manh","7","15","32","7","0.0"
"bfs","7","drlu","7","346","748","7","2.505"
"bfs","7","drul","7","359","773","7","1.996"
"bfs","7","ludr","7","552","1174","7","3.53"
"bfs","7","lurd","7","620","1325","7","4.539"
"bfs","7","rdlu","7","380","816","7","2.015"
"bfs","7","rdul","7","375","804","7","2.008"
"bfs","7","uldr","7","565","1199","7","5.549"
"bfs","7","ulrd","7","615","1313","7","6.995"
"dfs","7","drlu","17","102539","154922","17","329.981"
"dfs","7","drul","7","32567","49102","20","96.973"
"dfs","7","ludr","17","81828","123404","20","265.147"
"dfs","7","lurd","19","89565","135131","20","269.144"
"dfs","7","rdlu","-1","165272","249721","20","594.732"
"dfs","7","rdul","17","70739","106799","20","197.152"
"dfs","7","uldr","19","84869","128016","20","306.119"
"dfs","7","ulrd","-1","162305","245128","20","509.537"
"astr","7","hamm","7","15","32","7","0.0"
"astr","7","manh","7","9","19","7","0.0"
